Timestamp,Pais,Código de participante,Ud es:,1. Entregaría recomendaciones de higiene oral a pacientes adultos,3. ¿Le entregaría recomendación de higiene oral a CADA paciente adulto?,4. ¿Cuánto tiempo dedicaría dando recomendaciones de higiene oral?,6. ¿Recomendaría enjuague bucal fluoridado como parte de una rutina diaria de higiene oral?,7. ¿Recomendaría el cepillado dental a todos los pacientes adultos?,"8.a) Cuando recomienda el cepillado dental, ¿recomendaría usted un tipo de cepillo?","8.b) Cuando recomienda el cepillado dental, ¿recomendaría usted tamaño de la cabeza del cepillo?","8.c) Cuando recomienda el cepillado dental, ¿con qué frecuencia recomendaría usted cambiar el cepillo de dientes?","8.f) Cuando recomienda el cepillado dental, ¿recomendaría usted una técnica de cepillado?",9. ¿Recomendaría el uso de pasta dental a todos los pacientes adultos?,"10.c) Cuando recomienda pasta dental, ¿cuanta cantidad de pasta de dientes a utilizar cada vez?","12.a) Cuando recomienda la limpieza interdental, ¿recomendaría un tipo de dispositivo interdental?",13. La higiene oral juega un rol causal en muchas enfermedades orales.,14. La persona promedio de mi país tiene buena salud oral.,15. Modificaciones a la higiene oral pueden prevenir muchas enfermedades oral.,16. La profilaxis profesional no tiene efecto sobre la salud oral de los individuos.,17. Los dentistas no dan suficientes recomendaciones sobre higiene oral a sus pacientes.,18. El personal dental (dentistas y auxiliares) desempeñan el mismo rol en brindar consejos de higiene oral a los pacientes.,"19. Consejos de salud bucal contradictorios pueden tener un efecto negativo en el comportamiento, la motivación y las actitudes de un individuo.",20. La eliminación de las contradicciones en los mensajes de salud oral puede tener efectos positivos sobre la salud oral de los chilenos.,21. Existen contradicciones entre los mensajes de salud oral entregados por  dentistas y personal auxiliar odontológico.,22. Mejores consejos preventivos de profesionales de la odontología puede tener efectos positivos significativos sobre la salud de las personas.
6/17/2014 12:57:12,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,no recomendaría,no recomendaría,3 meses,no recomendaría,Si,no recomendaría,ambos,Muy de acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo
6/17/2014 13:05:15,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,1-2 minutos,No,Si,manual,pequeño,3 meses,cepillado rotacional,Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo
6/17/2014 13:23:05,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,No,Si,manual,no recomendaría,3-6 meses,no recomendaría,Si,recomendaría,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo
6/17/2014 14:13:57,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,10 minutos o más,Si,Si,no recomendaría,no recomendaría,3 meses,Stillman modificada (sin saber nombre),Si,tamaño arveja ,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
6/17/2014 14:14:42,Letonia,,Dentista,cuando usted sienta que es necesario,Si,5 minutos,Si,Si,manual,no recomendaría,1-3 meses,Stillman modificada (sin saber nombre),Si,tamaño arveja ,hilo dental,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo
6/17/2014 14:17:33,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,manual,pequeño,no recomendaría,recomendaría,Si,"mas que 1/2 cabeza, menos que cabeza",ambos,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,,Muy en desacuerdo,Muy de acuerdo
6/17/2014 14:19:09,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,Si,Si,no recomendaría,pequeño,3 meses,recomendaría,Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo
6/17/2014 15:48:34,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,Si,Si,no recomendaría,pequeño,3 meses,no recomendaría,Si,tamaño arveja ,hilo dental,Muy de acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo
6/17/2014 21:12:27,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,manual,pequeño,3 meses,Stillman modificada (sin saber nombre),Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo
6/17/2014 21:36:06,Letonia,,Dentista,cuando usted sienta que es necesario,No,8 minutos,Si,Si,manual,pequeño,3-6 meses,recomendaría,Si,recomendaría,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Muy de acuerdo
6/17/2014 22:19:38,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,manual,pequeño,3 meses,recomendaría,Si,recomendaría,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,,De acuerdo
6/17/2014 23:02:52,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,No,Si,manual,no recomendaría,3 meses,Stillman modificada (sin saber nombre),Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
6/17/2014 23:34:47,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,no recomendaría,medio,3 meses,no recomendaría,Si,no recomendaría,hilo dental,Muy de acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo
6/18/2014 0:19:45,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,1-2 minutos,No,Si,no recomendaría,medio,3 meses,no recomendaría,Si,no recomendaría,hilo dental,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
6/18/2014 0:28:13,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,manual,no recomendaría,3-6 meses,Vertical,Si,1/2 cabeza del cepillo,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo
6/18/2014 0:42:59,Letonia,,Dentista,cuando usted sienta que es necesario,No,1-2 minutos,Si,Si,no recomendaría,medio,3 meses,Stillman modificada (sin saber nombre),Si,tamaño arveja ,hilo dental,Muy de acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo
6/18/2014 1:06:46,Letonia,,Dentista,en respuesta a una solicitud hecha para un consejo de higiene oral,No,1-2 minutos,No,Si,manual,pequeño,3 meses,Vertical,Si,tamaño arveja ,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
6/18/2014 1:06:55,Letonia,,Dentista,en respuesta a una solicitud hecha para un consejo de higiene oral,No,1-2 minutos,No,Si,manual,pequeño,3 meses,Vertical,Si,tamaño arveja ,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
6/18/2014 1:38:26,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,manual,pequeño,3 meses,Stillman modificada (sin saber nombre),Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo
6/18/2014 1:47:06,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,8 minutos,Si,Si,no recomendaría,no recomendaría,3-6 meses,Stillman modificada (sin saber nombre),Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo
6/18/2014 2:45:27,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,8 minutos,Si,Si,manual,medio,3-6 meses,recomendaría,Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo
6/18/2014 2:46:29,Letonia,,Dentista,,Si,5 minutos,No,Si,manual,medio,1-3 meses,no recomendaría,Si,no recomendaría,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo
6/18/2014 4:24:32,Letonia,,Dentista,cuando usted sienta que es necesario,Si,5 minutos,No,Si,manual,medio,3 meses,Stillman modificada (sin saber nombre),Si,tamaño arveja ,hilo dental,De acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo
6/18/2014 4:46:48,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,manual,pequeño,3 meses,no recomendaría,Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
6/18/2014 6:22:02,Letonia,,Dentista,en respuesta a una solicitud hecha para un consejo de higiene oral,No,1-2 minutos,No,Si,no recomendaría,no recomendaría,3 meses,no recomendaría,Si,no recomendaría,hilo dental,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo
6/18/2014 7:02:37,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,Si,Si,manual,no recomendaría,3 meses,no recomendaría,Si,no recomendaría,ambos,Muy de acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
6/18/2014 7:05:23,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,No,Si,no recomendaría,no recomendaría,no recomendaría,no recomendaría,Si,no recomendaría,hilo dental,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo
6/18/2014 8:16:33,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,No,Si,eléctrico,pequeño,3 meses,Stillman modificada (sin saber nombre),Si,tamaño arveja ,ambos,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
6/18/2014 9:18:10,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,eléctrico,medio,no recomendaría,no recomendaría,Si,no recomendaría,cepillos interdentales,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
6/18/2014 9:35:57,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,No,Si,manual,pequeño,3-6 meses,Solo technique,Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
6/18/2014 11:13:15,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,Si,Si,no recomendaría,medio,3 meses,no recomendaría,Si,tamaño arveja ,hilo dental,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo
6/18/2014 11:33:48,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,Si,Si,manual,pequeño,3 meses,Vertical,Si,tamaño arveja ,hilo dental,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,,En desacuerdo,Muy de acuerdo
6/18/2014 11:35:54,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,5 minutos,No,Si,eléctrico,pequeño,3-6 meses,no recomendaría,Si,no recomendaría,hilo dental,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo
6/18/2014 11:42:51,Letonia,,Dentista,cuando usted sienta que es necesario,Si,1-2 minutos,No,Si,manual,pequeño,3 meses,Stillman modificada (sin saber nombre),Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
6/18/2014 11:54:29,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,No,Si,manual,medio,1-3 meses,clasico,Si,no recomendaría,hilo dental,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo
6/18/2014 11:54:43,Letonia,,Dentista,cuando usted sienta que es necesario,Si,1-2 minutos,No,Si,no recomendaría,no recomendaría,1-3 meses,no recomendaría,Si,no recomendaría,hilo dental,Muy de acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Muy de acuerdo
6/18/2014 12:34:11,Letonia,,Dentista,en respuesta a una solicitud hecha para un consejo de higiene oral,Si,5 minutos,,Si,no recomendaría,no recomendaría,1-3 meses,no recomendaría,Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo
6/18/2014 12:59:37,Letonia,,Dentista,cuando usted sienta que es necesario,No,8 minutos,Si,Si,manual,pequeño,3 meses,no recomendaría,Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
6/18/2014 13:05:44,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,No,Si,manual,pequeño,3 meses,Stillman modificada (sin saber nombre),Si,tamaño arveja ,ambos,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
6/18/2014 13:19:03,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,no recomendaría,pequeño,1-3 meses,cepillado rotacional,Si,no recomendaría,ambos,Muy de acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo
6/18/2014 14:10:07,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,no recomendaría,no recomendaría,3 meses,Vertical,Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo
6/18/2014 23:34:44,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,5 minutos,No,Si,manual,medio,3-6 meses,no recomendaría,Si,recomendaría,ambos,Muy de acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
6/18/2014 23:48:27,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,Si,Si,eléctrico,pequeño,3 meses,Stillman modificada (sin saber nombre),Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
6/19/2014 0:43:12,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,manual,pequeño,3 meses,no recomendaría,Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,,En desacuerdo,En desacuerdo,Muy de acuerdo
6/19/2014 0:51:44,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,1-2 minutos,Si,Si,eléctrico,medio,recomendaría,recomendaría,Si,menos que tamaño arveja,ambos,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo
6/19/2014 1:41:16,Letonia,,Dentista,en respuesta a una solicitud hecha para un consejo de higiene oral,No,5 minutos,Si,Si,eléctrico,pequeño,3 meses,recomendaría,Si,"muy poco, poco",ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo
6/19/2014 8:31:30,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,No,Si,manual,pequeño,3 meses,Stillman modificada (sin saber nombre),Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
6/19/2014 8:32:04,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,No,Si,manual,pequeño,3 meses,Stillman modificada (sin saber nombre),Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
6/19/2014 10:47:28,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,manual,medio,12 meses,no recomendaría,Si,recomendaría,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo
6/19/2014 11:08:28,Letonia,,Estudiante,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,1-2 minutos,Si,Si,manual,no recomendaría,1-3 meses,Stillman modificada (sin saber nombre),Si,no recomendaría,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo
6/19/2014 11:57:56,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,No,No,no recomendaría,pequeño,no recomendaría,no recomendaría,Si,no recomendaría,hilo dental,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo
6/19/2014 12:30:35,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,10 minutos o más,No,Si,no recomendaría,pequeño,no recomendaría,no recomendaría,Si,1/2 cabeza del cepillo,hilo dental,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo
6/19/2014 12:46:26,Letonia,,Dentista,cuando usted sienta que es necesario,Si,5 minutos,Si,Si,eléctrico,pequeño,cuando las cerdas estén abiertas,recomendaría,Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,Muy de acuerdo
6/19/2014 21:06:44,Letonia,,Dentista,cuando usted sienta que es necesario,No,1-2 minutos,Si,Si,manual,pequeño,3 meses,no recomendaría,Si,tamaño arveja ,hilo dental,Muy de acuerdo,De acuerdo,De acuerdo,,,Muy de acuerdo,De acuerdo,Muy de acuerdo,,Muy de acuerdo
6/20/2014 1:11:47,Letonia,,Dentista,cuando usted sienta que es necesario,Si,1-2 minutos,No,Si,manual,no recomendaría,3 meses,no recomendaría,Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo
6/20/2014 3:06:09,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,5 minutos,No,Si,manual,no recomendaría,3 meses,no recomendaría,Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo
6/20/2014 6:09:57,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,manual,pequeño,3 meses,recomendaría,Si,no recomendaría,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo
6/20/2014 11:35:27,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,No,Si,manual,medio,1-3 meses,recomendaría,Si,tamaño arveja ,ambos,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo
6/20/2014 11:36:00,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,1-2 minutos,No,No,manual,pequeño,3 meses,Stillman modificada (sin saber nombre),Si,tamaño arveja ,hilo dental,Muy de acuerdo,De acuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,
6/20/2014 11:45:53,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,1-2 minutos,No,Si,no recomendaría,no recomendaría,3 meses,Stillman modificada (sin saber nombre),No,no recomendaría,Hilo o celillos interdentales – depende de situacion,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,,,De acuerdo
6/20/2014 22:32:40,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,manual,medio,3 meses,recomendaría,Si,tamaño arveja ,hilo dental,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo
6/20/2014 23:39:44,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,5 minutos,Si,Si,manual,medio,3 meses,no recomendaría,Si,tamaño arveja ,ambos,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo
6/21/2014 3:55:27,Letonia,,Dentista,cuando usted sienta que es necesario,No,5 minutos,No,Si,no recomendaría,no recomendaría,3 meses,Stillman modificada (sin saber nombre),Si,tamaño arveja ,Hilo o celillos interdentales – depende de situacion,De acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo
6/21/2014 6:40:51,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",Si,1-2 minutos,Si,Si,manual,pequeño,3 meses,no recomendaría,Si,tamaño arveja ,ambos,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,De acuerdo,Muy de acuerdo
6/21/2014 12:17:49,Letonia,,Dentista,en respuesta a una solicitud hecha para un consejo de higiene oral,No,1-2 minutos,Si,Si,manual,medio,1-3 meses,recomendaría,Si,tamaño arveja ,hilo dental,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo
6/21/2014 23:48:07,Letonia,,Dentista,"como parte del cuidado regular de un paciente (es decir, siempre)",No,1-2 minutos,No,Si,manual,medio,3 meses,no recomendaría,Si,no recomendaría,ambos,De acuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo
