"N","Timestamp","Pais","Código de participante","Ud es:","1. Entregaría recomendaciones de higiene oral a pacientes adultos","2. Entregaría recomendaciones de higiene oral a pacientes adultos","3. ¿Le entregaría recomendación de higiene oral a CADA paciente adulto?","4. ¿Cuánto tiempo dedicaría dando recomendaciones de higiene oral?","5. ¿Cómo entregaría sus consejos en higiene oral?","6. ¿Recomendaría enjuague bucal fluoridado como parte de una rutina diaria de higiene oral?","7. ¿Recomendaría el cepillado dental a todos los pacientes adultos?","8.a) Cuando recomienda el cepillado dental, ¿recomendaría usted un tipo de cepillo?","8.b) Cuando recomienda el cepillado dental, ¿recomendaría usted tamaño de la cabeza del cepillo?","8.c) Cuando recomienda el cepillado dental, ¿con qué frecuencia recomendaría usted cambiar el cepillo de dientes?","8.d) Cuando recomienda el cepillado dental, ¿con qué frecuencia recomendaría usted cepillar diariamente?","8.e) Cuando recomienda el cepillado dental, ¿cuánto tiempo recomendaría usted para cepillar?","8.f) Cuando recomienda el cepillado dental, ¿recomendaría usted una técnica de cepillado?","9. ¿Recomendaría el uso de pasta dental a todos los pacientes adultos?","10.a) Cuando recomienda pasta dental, ¿recomendaría usted un tipo de pasta dental?","10.b) Cuando recomienda pasta dental, ¿cual concentración de pasta dental recomendaría?","10.c) Cuando recomienda pasta dental, ¿cuanta cantidad de pasta de dientes a utilizar cada vez?","10.d) Cuando recomienda pasta dental, ¿que tipo de enjuage recomendaría?","11. ¿Recomendaría limpieza interdental a todos los pacientes adultos?","12.a) Cuando recomienda la limpieza interdental, ¿recomendaría un tipo de dispositivo interdental?","12.b) Cuando recomienda la limpieza interdental, ¿cada cuanto recomienda utilizarlo?","12.c) Cuando recomienda la limpieza interdental, ¿demostraría una técnica ?","Año de egreso de pregrado:","gadi kops beigsanas","Año egreso higienistas","Curso actual","Curso higienistas"," 13. La higiene oral juega un rol causal en muchas enfermedades orales."," 14. La persona promedio de mi país tiene buena salud oral."," 15. Modificaciones a la higiene oral pueden prevenir muchas enfermedades oral."," 16. La profilaxis profesional no tiene efecto sobre la salud oral de los individuos."," 17. Los dentistas no dan suficientes recomendaciones sobre higiene oral a sus pacientes."," 18. El personal dental (dentistas y auxiliares) desempeñan el mismo rol en brindar consejos de higiene oral a los pacientes."," 19. Consejos de salud bucal contradictorios pueden tener un efecto negativo en el comportamiento, la motivación y las actitudes de un individuo."," 20. La eliminación de las contradicciones en los mensajes de salud oral puede tener efectos positivos sobre la salud oral de los chilenos."," 21. Existen contradicciones entre los mensajes de salud oral entregados por  dentistas y personal auxiliar odontológico."," 22. Mejores consejos preventivos de profesionales de la odontología puede tener efectos positivos significativos sobre la salud de las personas.","23. En promedio, ¿cuantas clases, prácticos, conferencias, seminarios o tutorías ha tenido en consejos de higiene oral para los pacientes?","24. ¿Siente que ha tenido suficiente formación en este aspecto de la atención al paciente y la prevención de enfermedades?","25. En su opinión ¿qué formación adicional siente que es necesaria?","26. ¿Se siente seguro/a en la actualidad entregando recomendaciones de higiene oral a pacientes adultos?","27. ¿ Se siente seguro/a en la actualidad de ser capaz de modificar la higiene oral aconsejando a una persona?","28. Si su respuesta es “No” a las preguntas 26. y 27  ¿por qué?","Comentarios de respondente"
1,"9/13/2014 20:38:52","Chile","44D","Dentista","como parte del cuidado regular de un paciente (es decir, siempre)","en la primera y última cita del plan de tratamiento","Si","10 minutos o más","Comunicación verbal, Demostraciones","No","Si","manual","pequeño","1-3 meses",3,"3-5","stillman","Si","con fluor",2500,"mas que tamaño arveja, menos que 1/2 cabeza","enjuagar la pasta de dientes con agua","Si","ambos","1 vez al día","Si",2004,10,,,,"Muy de acuerdo","En desacuerdo","Muy de acuerdo","De acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","De acuerdo","Muy de acuerdo","20 y más","Si",,"Si","Si",,
1,"9/14/2014 17:10:44","Chile","214E","Estudiante","cuando usted sienta que es necesario","ocasionalmente","Si","5 minutos","Demostraciones","No","Si","manual","medio","1-3 meses","después de cada comida","3-5","stillman","Si","con fluor","no recomendaría","tamaño arveja ","enjuagar la pasta de dientes con agua","Si","ambos","1 vez al día","Si",,,,6,,"De acuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","De acuerdo","5-9","Si","Experiencia con pacientes propios","Si","No",,
1,"9/14/2014 17:29:37","Chile","221E","Estudiante","como parte del cuidado regular de un paciente (es decir, siempre)","ocasionalmente","Si","8 minutos","Demostraciones, Vídeos","No","Si","manual","no recomendaría","3 meses",3,"3-5","stillman","Si","no recomendaría","no recomendaría","no recomendaría","no recomendaría","Si","hilo dental","2-3 veces a la semana","Si",,,,6,,"En desacuerdo","En desacuerdo","En desacuerdo","De acuerdo","Muy de acuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","5-9","Si","Experiencia con pacientes propios","Si","Si",,
1,"9/14/2014 17:42:29","Chile","224E","Estudiante","como parte del cuidado regular de un paciente (es decir, siempre)","en la primera y última cita del plan de tratamiento","Si","8 minutos","Demostraciones","No","Si","recomendaría","no recomendaría","3 meses",3,"5 - 10","stillman","Si","con fluor","no recomendaría","no recomendaría","enjuagar la pasta de dientes con agua","Si","ambos","2-3 veces a la semana","Si",,,,6,,"En desacuerdo","De acuerdo","De acuerdo","En desacuerdo","Muy de acuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","5-9","Si","Demostraciones prácticas, Experiencia con pacientes propios","Si","Si","falta de compromiso del paciente",
1,"9/14/2014 17:55:39","Chile","180E","Estudiante","cuando usted sienta que es necesario","en la primera cita del plan de tratamiento","Si","10 minutos o más","Demostraciones","No","Si","manual","pequeño","1-3 meses",3,"3-5","stillman","Si","con fluor","1000-1500","tamaño arveja ","escupir la pasta de dientes, pero no enjuagar","Si","ambos","1 vez al día","No",,,,4,,"Muy de acuerdo","En desacuerdo","Muy de acuerdo","Muy en desacuerdo","De acuerdo","Muy en desacuerdo","Muy de acuerdo","De acuerdo","Muy de acuerdo","Muy de acuerdo","0-4","Si","Demostraciones prácticas","Si","Si",,
1,"9/14/2014 23:56:02","Chile","56D","Dentista","como parte del cuidado regular de un paciente (es decir, siempre)","en cada cita","Si","5 minutos","Comunicación verbal","Si","Si","manual","medio","3 meses",2,"3-5","stillman","Si","con fluor","1000-1500","mas que tamaño arveja, menos que 1/2 cabeza","recomendaría","Si","ambos","con cada cepillado ","Si",1991,23,,,,"De acuerdo","En desacuerdo","Muy de acuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","En desacuerdo","Muy de acuerdo","20 y más","Si","Observando a expertos entregando consejos a pacientes reales","Si","Si",,
1,"9/15/2014 0:20:37","Chile","62D","Dentista","como parte del cuidado regular de un paciente (es decir, siempre)","en cada cita","Si","8 minutos","Comunicación verbal, Demostraciones, Instrucciones escritas","No","Si","manual","pequeño","3 meses",3,3,"stillman","Si","con fluor","1000-1500","menos que tamaño arveja","escupir la pasta de dientes, pero no enjuagar","Si","ambos","1 vez al día","Si",2010,4,,,,"Muy de acuerdo","En desacuerdo","Muy de acuerdo","Muy en desacuerdo","De acuerdo","En desacuerdo","Muy de acuerdo","De acuerdo","De acuerdo","Muy de acuerdo","20 y más","Si","Demostraciones prácticas","Si","Si",,
1,"9/15/2014 1:22:11","Chile","31E","Estudiante","como parte del cuidado regular de un paciente (es decir, siempre)","ocasionalmente","Si","10 minutos o más","Comunicación verbal, Demostraciones, Instrucciones escritas, Vídeos","No","Si","manual","pequeño","1-3 meses",3,"5 - 10","stillman","Si","con fluor","1000-1500","menos que tamaño arveja","escupir la pasta de dientes, pero no enjuagar",,"hilo dental","2 veces al día","No",,,,4,,"Muy de acuerdo","En desacuerdo","De acuerdo","Muy en desacuerdo","De acuerdo","De acuerdo","De acuerdo","Muy en desacuerdo","En desacuerdo","Muy de acuerdo","5-9","No","Clases teóricas, Demostraciones prácticas, Observando a expertos entregando consejos a pacientes reales, Experiencia con pacientes propios","Si","Si","Falta de conocimiento, Falta de experiencia",
1,"9/8/2014 20:55:53","Chile","166E","Estudiante","como parte del cuidado regular de un paciente (es decir, siempre)","ocasionalmente","Si","10 minutos o más","Comunicación verbal, Demostraciones, Vídeos","No","Si","manual","pequeño","3-6 meses",3,"2-3","stillman modificada","Si","con fluor","1000-1500","no recomendaría","escupir la pasta de dientes, pero no enjuagar","Si","hilo dental","1 vez al día","No",,,,4,,"Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","En desacuerdo","De acuerdo","De acuerdo","Muy de acuerdo","De acuerdo","En desacuerdo","Muy de acuerdo","0-4","No","Clases teóricas, Demostraciones prácticas, Experiencia con pacientes propios","Si","Si",,
1,"9/9/2014 14:41:56","Chile","49E","Estudiante","cuando usted sienta que es necesario","en la primera cita del plan de tratamiento","Si","5 minutos","Demostraciones","Si","Si","manual","pequeño","1-3 meses",3,"3-5","stillman modificada","Si","con fluor","1000-1500","tamaño arveja ","escupir la pasta de dientes, pero no enjuagar","Si","hilo dental","1 vez al día","No",,,,4,,"Muy de acuerdo","En desacuerdo","Muy de acuerdo","De acuerdo","De acuerdo","En desacuerdo","Muy de acuerdo","En desacuerdo","De acuerdo","Muy de acuerdo","0-4","No","Clases teóricas, Demostraciones prácticas, Observando a expertos entregando consejos a pacientes reales","Si","Si",,
1,"9/11/2014 10:01:03","Chile","1D","Dentista","como parte del cuidado regular de un paciente (es decir, siempre)","en la primera y última cita del plan de tratamiento","Si","5 minutos","Comunicación verbal, Demostraciones","No","Si","manual","pequeño","no recomendaría","al menos 1","no recomendaría","stillman modificada","Si","con fluor","1000-1500","tamaño arveja ","escupir la pasta de dientes, pero no enjuagar","Si","ambos","depende del necesidad","No",2004,10,,,,"Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy en desacuerdo","En desacuerdo","En desacuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","0-4","No","Clases teóricas","Si","Si",,
1,"9/14/2014 21:29:21","Chile","45E","Estudiante","como parte del cuidado regular de un paciente (es decir, siempre)","en la primera y última cita del plan de tratamiento","Si","8 minutos","Comunicación verbal, Demostraciones","No","Si","manual","pequeño","3 meses",3,"5 - 10","stillman modificada","Si","con fluor","1000-1500","tamaño arveja ","escupir la pasta de dientes, pero no enjuagar","Si","hilo dental","2 veces al día","Si",,,,4,,"Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","En desacuerdo","Muy de acuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","5-9","Si","Demostraciones prácticas, Observando a expertos entregando consejos a pacientes reales, Experiencia con pacientes propios","Si","Si",,
1,"9/14/2014 22:09:44","Chile","6E","Estudiante","como parte del cuidado regular de un paciente (es decir, siempre)","en la primera y última cita del plan de tratamiento","Si","5 minutos","Comunicación verbal, Demostraciones, Vídeos","Si","No","manual","medio","1-3 meses",3,"5 - 10","stillman modificada","No","con fluor","1000-1500","menos que tamaño arveja","escupir la pasta de dientes, pero no enjuagar","Si","hilo dental","1 vez al día","Si",,,,5,,"Muy de acuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","Muy de acuerdo","De acuerdo","En desacuerdo","De acuerdo","0-4","Si","Clases teóricas, Demostraciones prácticas, Observando a expertos entregando consejos a pacientes reales, Experiencia con pacientes propios","Si","Si",,
1,"9/14/2014 22:27:47","Chile","8E","Estudiante","cuando usted sienta que es necesario","en cada cita","Si","8 minutos","Comunicación verbal, Demostraciones","No","Si","manual","pequeño","1-3 meses",3,"5 - 10","stillman modificada","Si","con fluor","1000-1500","no recomendaría","escupir la pasta de dientes, pero no enjuagar","Si","hilo dental","3 veces al día","No",,,,5,,"Muy de acuerdo","En desacuerdo","De acuerdo","En desacuerdo","En desacuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","5-9","Si","Clases teóricas, Demostraciones prácticas, Observando a expertos entregando consejos a pacientes reales, Experiencia con pacientes propios","Si","Si",,
1,"9/15/2014 1:12:10","Chile","16D","Dentista","como parte del cuidado regular de un paciente (es decir, siempre)","ocasionalmente","Si","10 minutos o más","Comunicación verbal, Demostraciones","Si","Si","manual","medio","1-3 meses",3,"3-5","stillman modificada","Si","con fluor","1000-1500","tamaño arveja ","escupir la pasta de dientes, pero no enjuagar","Si","ambos","1 vez al día","No",2006,8,,,,"Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy en desacuerdo","De acuerdo","En desacuerdo","De acuerdo","Muy de acuerdo","De acuerdo","Muy en desacuerdo","0-4","Si","Demostraciones prácticas, Observando a expertos entregando consejos a pacientes reales","Si","Si",,
1,"9/15/2014 1:13:53","Chile","15D","Dentista","como parte del cuidado regular de un paciente (es decir, siempre)","en cada cita","Si","5 minutos","Comunicación verbal, Demostraciones, Instrucciones escritas, Vídeos","No","Si","manual","medio","1-3 meses",3,"3-5","stillman modificada","Si","con fluor","1000-1500","mas que tamaño arveja, menos que 1/2 cabeza","escupir la pasta de dientes, pero no enjuagar","Si","ambos","1 vez al día","Si",2004,10,,,,"Muy de acuerdo","En desacuerdo","Muy de acuerdo","En desacuerdo","De acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","0-4","Si","Clases teóricas, Demostraciones prácticas, Observando a expertos entregando consejos a pacientes reales, Experiencia con pacientes propios","Si","Si",,
1,"9/15/2014 1:19:45","Chile","30E","Estudiante","como parte del cuidado regular de un paciente (es decir, siempre)","ocasionalmente","Si","10 minutos o más","Comunicación verbal, Demostraciones, Instrucciones escritas, Vídeos","No","Si","manual","pequeño","3-6 meses",3,"2-3","stillman modificada","Si","con fluor","1000-1500","no recomendaría","escupir la pasta de dientes, pero no enjuagar","Si","hilo dental","Al menos 1 vez al día","Si",,,,4,,"Muy de acuerdo","En desacuerdo","Muy de acuerdo","Muy en desacuerdo","De acuerdo","En desacuerdo","Muy de acuerdo","Muy de acuerdo","En desacuerdo","Muy de acuerdo","5-9","Si","Experiencia con pacientes propios","Si","Si",,
1,"9/15/2014 1:24:57","Chile","32E","Estudiante","como parte del cuidado regular de un paciente (es decir, siempre)","en la primera y última cita del plan de tratamiento","Si","10 minutos o más","Comunicación verbal, Vídeos","Si","Si","manual","pequeño","1-3 meses",3,"3-5","stillman modificada","Si","con fluor",2500,"tamaño arveja ","escupir la pasta de dientes, pero no enjuagar","Si","hilo dental","1 vez al día","No",,,,4,,"Muy de acuerdo","En desacuerdo","Muy de acuerdo","De acuerdo","Muy de acuerdo","Muy de acuerdo","De acuerdo","En desacuerdo","En desacuerdo","Muy de acuerdo","0-4","No","Observando a expertos entregando consejos a pacientes reales","Si","Si",,
1,"9/15/2014 1:34:45","Chile","5D","Dentista","como parte del cuidado regular de un paciente (es decir, siempre)","en la última cita del plan de tratamiento","Si","5 minutos","Comunicación verbal, Demostraciones","No","Si","manual","pequeño","3 meses",3,3,"stillman modificada","Si","con fluor","1000-1500","tamaño arveja ","escupir la pasta de dientes, pero no enjuagar","Si","hilo dental","1 vez al día","No",2010,4,,,,"Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","De acuerdo","Muy de acuerdo","Muy de acuerdo","De acuerdo","Muy de acuerdo","De acuerdo","Muy de acuerdo","0-4","Si","Clases teóricas","Si","Si",,
1,"9/20/2014 23:14:39","Chile","10E","Estudiante","como parte del cuidado regular de un paciente (es decir, siempre)","ocasionalmente","Si","10 minutos o más","Comunicación verbal, Demostraciones, Instrucciones escritas, Vídeos","No","Si","manual","medio","3-6 meses",3,"3-5","stillman modificada","Si","con fluor","1000-1500","recomendaría","escupir la pasta de dientes, pero no enjuagar","Si","hilo dental","después de cada comida","Si",,,,5,,"De acuerdo","En desacuerdo","De acuerdo","En desacuerdo","De acuerdo","En desacuerdo","De acuerdo","En desacuerdo","En desacuerdo","De acuerdo","0-4","Si",,"Si","Si",,
1,"9/14/2014 23:50:44","Chile","55D","Dentista","como parte del cuidado regular de un paciente (es decir, siempre)","en la primera y última cita del plan de tratamiento","Si","10 minutos o más","Comunicación verbal, Demostraciones, Instrucciones escritas, Vídeos","Si","Si","recomendaría","medio","3 meses",3,"3-5","stillman o barrido ","Si","con fluor","1000-1500","mas que tamaño arveja, menos que 1/2 cabeza","escupir la pasta de dientes, pero no enjuagar","Si","ambos","Al menos 1 vez al día","Si",1976,38,,,,"Muy de acuerdo","En desacuerdo","Muy de acuerdo","Muy en desacuerdo","De acuerdo","En desacuerdo","De acuerdo","Muy de acuerdo","En desacuerdo","Muy de acuerdo","20 y más","Si",,"Si","Si",,
1,"06/11/14 12:57","Letonia",,"Dentista","como parte del cuidado regular de un paciente (es decir, siempre)","ocasionalmente","Si","10 minutos o más","Comunicación verbal, Demostraciones, Instrucciones escritas","No","Si","manual","pequeño","3 meses",2,3,"Bass","Si","con fluor","1000-1500","mas que tamaño arveja, menos que 1/2 cabeza","escupir la pasta de dientes, pero no enjuagar","Si","hilo dental","1 vez al día","Si",2007,7,,,,"Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","En desacuerdo","Muy de acuerdo","De acuerdo","Muy de acuerdo","Muy de acuerdo","En desacuerdo","Muy de acuerdo","20 y más","No","Clases teóricas, Demostraciones prácticas, Observando a expertos entregando consejos a pacientes reales, Experiencia con pacientes propios","Si","Si",,
1,"6/17/2014 4:55:11","Letonia",,"Dentista","como parte del cuidado regular de un paciente (es decir, siempre)","en cada cita","Si","1-2 minutos","Comunicación verbal, Demostraciones","No","Si","manual","medio","3-6 meses",2,3,"Stillman modificada (sin saber nombre)","Si","con fluor","no recomendaría","tamaño arveja ","parcialmente","Si","ambos","1 vez al día","Si",1986,28,,,,"Muy de acuerdo","En desacuerdo","Muy de acuerdo","Muy en desacuerdo","En desacuerdo","Muy de acuerdo","De acuerdo","De acuerdo","De acuerdo","Muy de acuerdo","0-4","No","Demostraciones prácticas","Si","Si",,
1,"6/17/2014 6:10:04","Letonia",,"Dentista","como parte del cuidado regular de un paciente (es decir, siempre)","en la primera y última cita del plan de tratamiento","No","5 minutos","Comunicación verbal, Demostraciones","No","Si","no recomendaría","no recomendaría","3 meses",2,2,"recomendaría","Si","con fluor","1000-1500","tamaño arveja ","escupir la pasta de dientes, pero no enjuagar","Si","ambos","2 veces al día","Si",2004,10,,,,"Muy de acuerdo","En desacuerdo","Muy de acuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","De acuerdo","10-19","Si","Clases teóricas","Si","Si",,
1,"6/17/2014 6:21:15","Letonia",,"Dentista","cuando usted sienta que es necesario","en la primera cita del plan de tratamiento","No","5 minutos","Comunicación verbal","No","Si","no recomendaría","no recomendaría","3 meses",2,"no recomendaría","Stillman modificada (sin saber nombre)","Si","con fluor","no recomendaría","tamaño arveja ","no recomendaría","Si","hilo dental","no recomendaría","No",1998,16,,,,"Muy de acuerdo","En desacuerdo","Muy de acuerdo","En desacuerdo","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","10-19","No","Demostraciones prácticas","Si","Si",,
1,"6/17/2014 6:23:35","Letonia",,"Dentista","cuando usted sienta que es necesario","ocasionalmente","No","1-2 minutos","Comunicación verbal, Demostraciones","Si","Si","manual","medio","3 meses",2,1,"Vertical","Si","con fluor","no recomendaría","no recomendaría","no recomendaría","Si","hilo dental","con cada cepillado ","Si",1994,20,,,,"Muy de acuerdo","En desacuerdo","De acuerdo","Muy en desacuerdo","De acuerdo","De acuerdo","En desacuerdo","De acuerdo","En desacuerdo","Muy de acuerdo","0-4","No","Clases teóricas, Demostraciones prácticas","Si","Si",,
1,"6/17/2014 6:25:03","Letonia",,"Dentista","como parte del cuidado regular de un paciente (es decir, siempre)","en la primera y última cita del plan de tratamiento",,"10 minutos o más","Comunicación verbal, Demostraciones, Instrucciones escritas","No","Si","eléctrico","medio","3 meses",2,2,"recomendaría","Si","no recomendaría","no recomendaría","no recomendaría","enjuagar la pasta de dientes con agua","No","ambos","2-3 veces a la semana","Si",1988,26,,,,"Muy de acuerdo","En desacuerdo","Muy de acuerdo","En desacuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","Muy de acuerdo","20 y más","Si","Clases teóricas, Demostraciones prácticas, Observando a expertos entregando consejos a pacientes reales, Experiencia con pacientes propios","Si","Si",,
1,"6/17/2014 6:29:00","Letonia",,"Dentista","cuando usted sienta que es necesario","ocasionalmente","No","1-2 minutos","Comunicación verbal, Demostraciones","No","Si","no recomendaría","no recomendaría","no recomendaría",2,"no recomendaría","no recomendaría","Si","con fluor","no recomendaría","no recomendaría","no recomendaría","No","hilo dental","no recomendaría","No",1980,34,,,,"Muy de acuerdo","De acuerdo","En desacuerdo","Muy en desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","Muy de acuerdo","5-9","No","Clases teóricas, Demostraciones prácticas, Observando a expertos entregando consejos a pacientes reales","No","No","Falta de experiencia","Nav"
1,"6/17/2014 6:38:18","Letonia",,"Dentista","cuando usted sienta que es necesario","ocasionalmente","No","1-2 minutos","Comunicación verbal","No","Si","eléctrico","no recomendaría","no recomendaría",1,"no recomendaría","recomendaría","Si","sin fluor","no recomendaría","no recomendaría","parcialmente","Si","hilo dental","1 vez al día","Si",2005,9,,,,"De acuerdo","En desacuerdo","En desacuerdo",,"De acuerdo","De acuerdo","De acuerdo","Muy en desacuerdo","De acuerdo","De acuerdo","20 y más","No","Demostraciones prácticas, Observando a expertos entregando consejos a pacientes reales, Experiencia con pacientes propios","No","No","Falta de conocimiento acerca del impacto del nutricion","Fluors nav un nekad nebūs brīnumlīdzeklis lai iegūtu veselu mutes dobumu. Galvenais ir UZTURS! Zobu bojāšanās, halitoze, utt. ir tikai sekas vispāraptverošām organisma saslimšanām. LŪDZU apmāciet profesionāļus kas spēj pārliecināt pacientu par veselīga uztura lietošanu un izstrādātu pareizas vadlīnijas uztura ieteikumiem. Tas nesīs loti pozitīvus rezultātus. "
